,SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
490,ARUNACHAL PRADESH,1970,Percentage departure,2.3,-15.3,-63.0,-59.0,-41.4,-37.7,-46.6,-50.9,-33.7,-30.4,-81.2,-100.0
493,ARUNACHAL PRADESH,1971,Percentage departure,16.6,-27.2,-69.7,-54.1,-38.9,-32.2,-45.6,-42.4,-44.7,18.0,85.8,-70.6
496,ARUNACHAL PRADESH,1972,Percentage departure,-18.4,22.7,-30.3,-12.7,-17.7,-52.2,-38.1,-45.9,-22.8,-58.2,-28.9,-13.4
499,ARUNACHAL PRADESH,1973,Percentage departure,183.7,58.1,-47.0,-18.8,-29.6,-13.2,-59.8,-45.8,-40.4,-44.7,143.4,42.6
502,ARUNACHAL PRADESH,1974,Percentage departure,172.2,2.5,-17.7,2.8,-31.8,-29.1,-8.4,-10.7,6.4,-39.2,-61.7,22.0
505,ARUNACHAL PRADESH,1975,Percentage departure,-64.1,-17.4,-34.5,-37.7,-48.4,-59.2,-39.7,-63.0,-31.5,126.7,-41.2,-45.3
508,ARUNACHAL PRADESH,1976,Percentage departure,-81.4,21.2,8.1,-13.5,-42.1,-23.0,-47.0,-28.5,-59.0,-29.9,140.7,83.8
511,ARUNACHAL PRADESH,1977,Percentage departure,48.0,43.4,34.7,111.2,14.8,-17.4,-31.6,22.0,-28.0,7.1,286.2,213.5
514,ARUNACHAL PRADESH,1978,Percentage departure,-22.8,-11.7,-3.1,-18.4,-5.1,-12.3,-49.5,-65.5,-28.4,-33.3,300.2,-89.8
517,ARUNACHAL PRADESH,1979,Percentage departure,-1.4,-12.4,-11.1,-40.1,-42.2,-63.6,-6.1,-40.6,-3.7,105.6,-24.9,227.6
520,ARUNACHAL PRADESH,1980,Percentage departure,36.4,40.0,61.8,40.3,-32.6,-19.3,-27.4,8.9,-15.2,-7.0,-78.7,-99.1
523,ARUNACHAL PRADESH,1981,Percentage departure,93.7,46.3,64.3,-25.6,-21.7,-24.8,-22.5,-27.9,-39.4,-64.0,-19.6,124.0
526,ARUNACHAL PRADESH,1982,Percentage departure,-86.6,7.9,-2.7,26.4,-33.7,-34.7,-16.3,-60.6,21.5,-58.7,47.5,150.9
529,ARUNACHAL PRADESH,1983,Percentage departure,36.1,83.8,40.0,32.4,-17.1,-16.2,-20.5,-22.0,9.9,-3.8,-59.2,64.4
532,ARUNACHAL PRADESH,1984,Percentage departure,104.0,-54.0,7.4,46.8,23.3,-36.6,-5.3,-38.2,5.1,-7.6,-84.3,260.8
535,ARUNACHAL PRADESH,1985,Percentage departure,12.5,-13.0,64.5,30.9,-5.1,-23.1,-7.1,-34.8,15.9,-41.5,-30.5,96.7
538,ARUNACHAL PRADESH,1986,Percentage departure,-59.8,-3.2,-21.0,26.4,-72.0,-38.8,-36.0,-29.0,-10.6,-11.3,0.2,-43.5
541,ARUNACHAL PRADESH,1987,Percentage departure,-92.4,-22.1,-5.0,32.7,-36.6,-23.8,6.6,11.7,49.2,-49.3,-33.9,59.6
544,ARUNACHAL PRADESH,1988,Percentage departure,5.8,27.1,61.3,5.2,47.2,-56.4,22.6,63.1,12.2,109.0,-6.4,-47.2
547,ARUNACHAL PRADESH,1989,Percentage departure,9.4,84.7,-40.2,46.6,-34.2,-26.4,-9.5,-39.0,21.5,41.4,113.3,-21.1
550,ARUNACHAL PRADESH,1990,Percentage departure,13.9,20.8,-4.1,9.3,0.6,30.3,-24.6,-29.5,44.3,20.7,-94.6,-20.4
553,ARUNACHAL PRADESH,1991,Percentage departure,-48.3,-7.6,-28.7,-27.1,16.4,-7.5,-14.2,20.6,11.8,-5.1,-39.3,225.7
556,ARUNACHAL PRADESH,1992,Percentage departure,-31.0,38.5,18.8,-25.9,-34.3,-20.5,-21.3,-41.2,-24.3,1.1,-68.5,-64.2
559,ARUNACHAL PRADESH,1993,Percentage departure,99.0,34.8,-13.5,-50.8,12.2,-13.4,-12.6,38.3,-25.4,14.7,-59.8,-69.6
562,ARUNACHAL PRADESH,1994,Percentage departure,0.3,-22.0,38.6,-12.5,5.2,-36.7,-67.1,-44.0,-48.1,-18.9,-61.2,-75.1
565,ARUNACHAL PRADESH,1995,Percentage departure,-57.1,-14.2,-45.7,-25.0,0.0,4.4,0.9,-34.3,-1.9,-58.6,39.8,31.4
568,ARUNACHAL PRADESH,1996,Percentage departure,-25.8,-39.7,5.3,-35.4,9.4,-51.9,-16.3,-25.6,-55.9,6.7,-75.0,-94.5
571,ARUNACHAL PRADESH,1997,Percentage departure,-45.6,-26.4,2.0,-64.3,-41.6,-16.7,-44.2,-52.6,-6.9,-70.6,25.8,6.0
574,ARUNACHAL PRADESH,1998,Percentage departure,-44.4,-15.3,24.6,-52.9,-24.5,27.6,16.3,61.3,-45.4,-6.0,-43.9,-89.7
577,ARUNACHAL PRADESH,1999,Percentage departure,-83.7,-93.4,-74.0,-39.8,-5.7,-31.6,-46.8,-12.4,-41.4,4.3,-22.5,-82.8
580,ARUNACHAL PRADESH,2000,Percentage departure,12.6,-49.4,-10.0,10.8,-26.6,-30.1,-44.2,-22.5,-6.0,-59.2,47.6,-61.3
583,ARUNACHAL PRADESH,2001,Percentage departure,10.5,-28.5,-13.1,-13.3,-46.3,-57.9,-57.3,-44.0,-33.5,-12.8,-47.2,-39.9
586,ARUNACHAL PRADESH,2002,Percentage departure,54.3,-60.0,-18.7,-6.4,-45.9,-39.7,-14.7,-41.9,-40.5,-52.8,23.3,-27.9
589,ARUNACHAL PRADESH,2003,Percentage departure,-52.3,-10.6,-29.5,-31.4,-52.3,-35.5,-8.9,-34.6,-40.0,-8.3,-31.6,-34.5
592,ARUNACHAL PRADESH,2004,Percentage departure,-21.0,-58.0,12.9,-20.8,-18.0,-38.8,-7.6,-51.4,-35.7,-7.2,-84.7,-38.7
595,ARUNACHAL PRADESH,2005,Percentage departure,0.7,80.1,47.7,-26.3,-50.6,-59.1,-39.2,-20.0,-43.8,-30.1,-21.6,-86.6
598,ARUNACHAL PRADESH,2006,Percentage departure,-87.5,11.4,-59.2,-23.6,-11.6,-20.9,-46.0,-54.5,-39.3,-61.2,90.9,-12.3
601,ARUNACHAL PRADESH,2007,Percentage departure,-72.2,4.7,-69.0,10.2,-31.2,-19.4,7.4,-27.1,22.1,-48.5,-33.4,-72.1
604,ARUNACHAL PRADESH,2008,Percentage departure,59.5,-57.4,-21.1,-27.5,-49.2,-35.6,-35.6,-12.2,-56.2,-42.2,-95.2,-89.4
607,ARUNACHAL PRADESH,2009,Percentage departure,-62.5,-0.3,-53.6,-50.0,-47.8,-60.6,-53.4,-26.0,-64.8,-58.4,-7.2,-36.0
610,ARUNACHAL PRADESH,2010,Percentage departure,-98.7,-85.8,53.1,76.1,-14.1,-22.5,-46.6,-35.7,2.5,-51.0,61.5,-42.8
613,ARUNACHAL PRADESH,2011,Percentage departure,-16.8,-44.8,12.3,-9.2,-39.7,-56.2,-25.0,-44.5,-33.9,-74.0,-55.5,-38.6
616,ARUNACHAL PRADESH,2012,Percentage departure,20.1,-61.5,-13.6,52.1,-48.5,-1.8,-9.8,-36.8,67.3,24.6,-39.8,5.5
619,ARUNACHAL PRADESH,2013,Percentage departure,-61.6,-56.5,-25.9,-34.0,-7.8,-55.9,-53.5,-54.0,-27.1,-17.6,-63.5,-41.1
622,ARUNACHAL PRADESH,2014,Percentage departure,-60.5,9.5,-48.3,-67.3,-17.9,-36.8,-44.6,19.9,-20.9,-82.4,-44.8,-58.8
625,ARUNACHAL PRADESH,2015,Percentage departure,-36.0,-49.0,-37.2,8.3,-34.4,-3.0,-53.5,19.1,-13.7,-67.3,-7.4,20.1
631,ASSAM & MEGHALAYA,1901,Percentage departure,56.1,-39.5,-62.0,8.7,-39.8,2.5,-14.0,14.5,-6.2,5.7,316.8,-86.9
634,ASSAM & MEGHALAYA,1902,Percentage departure,-46.7,-68.5,31.4,70.5,-23.8,21.2,2.1,32.3,42.1,-37.4,-71.7,-85.7
637,ASSAM & MEGHALAYA,1903,Percentage departure,14.9,-21.1,28.9,-31.5,-39.9,18.6,-27.5,36.2,-1.4,2.9,113.8,-85.5
640,ASSAM & MEGHALAYA,1904,Percentage departure,-36.2,74.0,-35.4,122.8,9.1,-24.7,-4.6,8.3,-20.8,-25.2,67.4,-72.8
643,ASSAM & MEGHALAYA,1905,Percentage departure,14.6,-47.6,71.6,3.8,-19.9,1.8,-12.3,60.2,-11.1,29.1,-39.4,171.3
646,ASSAM & MEGHALAYA,1906,Percentage departure,-44.0,83.6,10.1,28.4,-21.1,-24.2,8.3,44.6,-14.9,7.0,-10.2,-97.8
649,ASSAM & MEGHALAYA,1907,Percentage departure,221.4,15.5,36.5,24.2,-37.9,-0.5,15.7,-24.9,29.1,-75.7,-82.8,51.0
652,ASSAM & MEGHALAYA,1908,Percentage departure,-6.6,-22.1,-74.2,-13.9,-3.2,-23.7,-4.6,-16.2,29.9,-40.7,-86.3,-100.0
655,ASSAM & MEGHALAYA,1909,Percentage departure,9.2,-72.3,-94.5,-5.0,-9.7,24.8,-31.1,9.9,-30.4,4.9,-11.4,-31.2
658,ASSAM & MEGHALAYA,1910,Percentage departure,-46.8,-0.5,90.2,3.1,-20.2,13.7,47.5,3.2,-20.2,28.9,-41.5,-53.3
661,ASSAM & MEGHALAYA,1911,Percentage departure,327.8,-41.0,15.8,14.0,25.6,4.2,23.6,3.0,24.8,66.1,-5.0,-66.7
664,ASSAM & MEGHALAYA,1912,Percentage departure,-48.3,79.4,57.0,46.7,-27.2,-5.8,13.3,11.9,-23.8,17.2,146.8,3.8
667,ASSAM & MEGHALAYA,1913,Percentage departure,-31.2,180.1,47.3,62.9,14.1,-10.5,-12.5,-12.6,-10.1,47.0,-62.6,398.8
670,ASSAM & MEGHALAYA,1914,Percentage departure,-63.5,145.6,-13.1,7.0,-7.5,-21.2,-20.8,16.7,-5.9,-56.4,-61.9,-18.7
673,ASSAM & MEGHALAYA,1915,Percentage departure,-46.2,82.7,-7.4,-1.6,92.8,-0.6,47.5,30.6,-16.7,-30.1,-64.0,-52.1
676,ASSAM & MEGHALAYA,1916,Percentage departure,15.4,-13.0,47.3,11.1,-0.9,-28.3,-5.0,6.3,-0.6,58.1,18.2,-31.4
679,ASSAM & MEGHALAYA,1917,Percentage departure,-26.2,184.3,-51.9,-17.7,-40.0,14.1,-5.5,-14.5,1.0,52.7,67.4,-84.9
682,ASSAM & MEGHALAYA,1918,Percentage departure,-73.7,-50.0,56.2,-25.8,-16.4,28.7,60.8,49.3,20.1,-54.4,-75.5,-87.9
685,ASSAM & MEGHALAYA,1919,Percentage departure,-24.3,-61.7,-71.9,-21.0,-22.4,-5.2,-8.3,-38.5,42.1,19.9,53.4,-61.0
688,ASSAM & MEGHALAYA,1920,Percentage departure,-72.5,58.4,183.9,-9.9,-17.8,2.2,-38.1,28.7,23.2,-16.4,-88.0,-80.2
691,ASSAM & MEGHALAYA,1921,Percentage departure,102.5,-37.0,66.9,58.2,20.6,18.1,8.3,6.0,7.3,-8.3,-69.4,12.9
694,ASSAM & MEGHALAYA,1922,Percentage departure,-4.5,-84.9,-3.2,-17.8,-32.2,7.1,-16.4,-6.4,-14.5,-16.1,-66.3,2.7
697,ASSAM & MEGHALAYA,1923,Percentage departure,-97.7,85.0,-78.7,25.8,15.7,14.9,-25.0,-34.1,16.2,-36.6,-59.5,-35.4
700,ASSAM & MEGHALAYA,1924,Percentage departure,-39.0,-29.5,-75.1,8.1,-12.9,-7.5,21.7,7.1,11.4,-18.0,357.4,-97.7
703,ASSAM & MEGHALAYA,1925,Percentage departure,52.1,-33.2,-33.1,35.6,75.1,-35.4,-17.9,-1.1,3.8,-42.2,-50.7,-97.7
706,ASSAM & MEGHALAYA,1926,Percentage departure,34.8,-27.9,95.2,-31.4,-26.1,9.2,15.2,-12.5,-39.1,25.1,-76.9,267.7
709,ASSAM & MEGHALAYA,1927,Percentage departure,94.8,87.8,-17.8,29.3,-30.7,12.0,-10.5,-9.6,77.0,4.0,7.6,-97.4
712,ASSAM & MEGHALAYA,1928,Percentage departure,-52.0,-34.4,-24.1,-32.3,29.9,-17.9,-14.5,10.6,10.6,90.3,-22.0,-83.8
715,ASSAM & MEGHALAYA,1929,Percentage departure,383.3,-88.3,4.7,56.8,65.8,25.6,-23.1,-17.8,-5.7,26.6,-36.7,141.5
718,ASSAM & MEGHALAYA,1930,Percentage departure,3.5,27.3,24.1,-2.9,-39.0,34.1,-42.5,8.2,-3.7,-3.3,312.4,-32.7
721,ASSAM & MEGHALAYA,1931,Percentage departure,-56.5,-9.4,-40.8,43.6,8.8,18.2,30.8,-30.4,6.3,-11.8,-22.0,78.6
724,ASSAM & MEGHALAYA,1932,Percentage departure,-14.4,13.9,-26.4,-20.5,42.1,22.7,-9.2,15.3,14.5,-30.0,227.8,125.2
727,ASSAM & MEGHALAYA,1933,Percentage departure,-40.9,-10.1,-79.3,4.5,-16.6,-6.8,-14.7,23.8,-21.7,-21.2,-70.9,-70.4
730,ASSAM & MEGHALAYA,1934,Percentage departure,6.8,111.7,-66.3,46.8,29.3,47.3,10.5,-10.7,-20.5,50.3,115.6,-30.8
733,ASSAM & MEGHALAYA,1935,Percentage departure,-80.7,65.2,-17.3,-40.5,11.0,36.0,-21.0,41.6,7.8,-81.8,-28.8,-68.2
736,ASSAM & MEGHALAYA,1936,Percentage departure,-21.8,82.1,-5.8,6.2,23.0,-11.0,11.9,-12.0,-8.8,16.0,-13.3,153.4
739,ASSAM & MEGHALAYA,1937,Percentage departure,-87.4,58.5,-76.0,-52.5,18.3,-17.5,-18.2,18.6,-10.5,-10.1,-51.5,-46.9
742,ASSAM & MEGHALAYA,1938,Percentage departure,56.7,-49.7,71.7,-1.6,-28.1,13.4,2.0,7.4,38.9,-8.5,99.1,-93.8
745,ASSAM & MEGHALAYA,1939,Percentage departure,-91.3,4.3,-86.1,-13.1,1.7,4.2,-3.1,-44.5,25.2,22.7,-90.0,-79.0
748,ASSAM & MEGHALAYA,1940,Percentage departure,-91.5,79.8,124.9,-64.6,14.0,-2.3,-13.0,-18.4,13.8,-36.7,-31.5,3.5
751,ASSAM & MEGHALAYA,1941,Percentage departure,-73.8,1.5,-33.1,19.4,51.9,5.7,-18.2,-10.7,18.5,-7.5,-39.7,8.1
754,ASSAM & MEGHALAYA,1942,Percentage departure,-57.5,-21.5,62.9,13.8,36.4,20.8,-33.5,-18.8,49.0,-74.2,-0.9,-99.6
757,ASSAM & MEGHALAYA,1943,Percentage departure,213.3,5.7,112.3,20.7,18.3,0.2,-21.7,3.1,17.5,-44.1,-66.2,-31.9
760,ASSAM & MEGHALAYA,1944,Percentage departure,125.8,-34.0,-21.7,-32.3,50.7,-4.2,-22.7,-25.0,46.7,-42.1,-73.9,8.1
763,ASSAM & MEGHALAYA,1945,Percentage departure,113.4,23.2,-16.0,-32.0,15.3,-2.3,1.4,21.8,-8.8,26.9,-96.2,-68.7
766,ASSAM & MEGHALAYA,1946,Percentage departure,-98.0,-39.8,27.7,-13.0,-4.6,13.7,9.3,-26.5,-14.1,123.6,-69.0,-84.3
769,ASSAM & MEGHALAYA,1947,Percentage departure,-77.8,-72.0,4.5,18.6,10.6,-5.1,14.1,-29.7,16.6,30.5,-89.2,43.3
772,ASSAM & MEGHALAYA,1948,Percentage departure,-41.7,31.7,-25.9,26.9,98.1,17.0,6.9,10.6,1.2,14.0,82.4,-15.2
775,ASSAM & MEGHALAYA,1949,Percentage departure,31.7,-28.3,-5.4,80.8,-2.3,33.4,-11.3,14.0,26.4,-4.3,-53.0,21.7
778,ASSAM & MEGHALAYA,1950,Percentage departure,22.3,59.0,16.4,-45.0,-18.0,9.7,-22.2,21.2,-35.4,-13.1,79.7,-57.1
781,ASSAM & MEGHALAYA,1951,Percentage departure,-72.0,-89.6,-33.4,18.4,-27.2,14.9,10.0,-4.4,-32.5,74.6,66.5,-36.3
784,ASSAM & MEGHALAYA,1952,Percentage departure,-74.5,-67.8,33.8,-24.0,35.4,-21.9,14.7,15.4,10.6,78.9,55.9,-77.3
787,ASSAM & MEGHALAYA,1953,Percentage departure,3.8,-58.7,182.9,-23.3,9.9,-20.8,-7.7,-29.8,45.3,-7.0,-79.2,43.0
790,ASSAM & MEGHALAYA,1954,Percentage departure,26.7,41.7,-49.4,29.6,42.6,16.0,14.3,5.5,-29.6,0.4,-92.9,167.9
793,ASSAM & MEGHALAYA,1955,Percentage departure,-46.9,-70.6,78.5,2.4,-4.4,6.7,13.3,2.6,-8.8,-3.6,223.0,-7.3
796,ASSAM & MEGHALAYA,1956,Percentage departure,71.6,-90.1,51.4,-0.2,55.2,39.1,-12.0,-5.7,-44.7,-3.6,59.9,5.0
799,ASSAM & MEGHALAYA,1957,Percentage departure,285.6,4.0,-75.0,-33.7,30.6,-12.9,-18.6,-9.5,-32.8,-35.5,-56.1,16.7
802,ASSAM & MEGHALAYA,1958,Percentage departure,8.4,37.0,-87.2,-6.2,58.6,-23.2,-27.9,35.0,-10.3,37.1,-83.6,104.7
805,ASSAM & MEGHALAYA,1959,Percentage departure,77.6,41.6,36.8,-29.8,36.9,1.0,-27.2,-36.8,-7.7,94.8,-70.1,-98.1
808,ASSAM & MEGHALAYA,1960,Percentage departure,-99.3,-65.5,-51.8,-77.6,-8.3,-11.2,10.6,-13.8,54.3,-60.7,5.6,-57.8
811,ASSAM & MEGHALAYA,1961,Percentage departure,-33.8,-38.8,215.8,-40.1,3.5,-34.5,-29.5,-14.3,-27.2,-17.3,25.3,-24.1
814,ASSAM & MEGHALAYA,1962,Percentage departure,43.6,-14.4,-78.5,-34.3,7.3,17.4,-32.3,25.8,-55.8,-23.7,-60.1,-37.1
817,ASSAM & MEGHALAYA,1963,Percentage departure,-81.0,-75.3,-36.4,-10.7,-16.1,16.3,11.4,6.6,-31.8,-7.0,6.1,-20.8
820,ASSAM & MEGHALAYA,1964,Percentage departure,-44.6,-29.7,0.4,30.7,-13.5,8.9,19.9,-16.0,5.0,32.4,-70.2,40.3
823,ASSAM & MEGHALAYA,1965,Percentage departure,-70.8,128.5,-34.7,-22.9,-4.9,-2.2,-20.2,4.2,-2.1,-46.8,119.4,36.9
826,ASSAM & MEGHALAYA,1966,Percentage departure,15.3,-26.6,-55.1,-20.0,-5.9,52.4,1.3,27.9,-20.1,-19.6,14.6,24.3
829,ASSAM & MEGHALAYA,1967,Percentage departure,-34.0,15.9,31.8,-45.4,-16.4,-22.8,-0.6,-36.1,-3.2,-37.0,-47.6,-54.5
832,ASSAM & MEGHALAYA,1968,Percentage departure,31.8,-38.5,-2.7,-16.8,25.7,16.1,-1.3,-14.6,-25.4,-26.5,-13.9,-75.0
835,ASSAM & MEGHALAYA,1969,Percentage departure,58.0,-94.3,24.0,-12.9,-26.1,10.7,-7.9,10.2,-40.3,-47.8,-0.8,-80.4
838,ASSAM & MEGHALAYA,1970,Percentage departure,170.6,11.2,11.7,-0.2,43.5,28.5,-5.0,-4.0,25.8,59.0,-35.7,-99.1
841,ASSAM & MEGHALAYA,1971,Percentage departure,112.8,-42.8,-53.3,-30.3,-31.3,-14.7,-18.5,17.2,-25.5,28.8,188.3,32.5
844,ASSAM & MEGHALAYA,1972,Percentage departure,3.6,23.0,23.6,26.8,-1.3,12.5,-11.9,-33.1,-26.9,-36.0,-89.5,-42.5
847,ASSAM & MEGHALAYA,1973,Percentage departure,-43.7,156.9,-64.0,22.8,-5.6,23.8,-27.1,-2.5,12.2,-16.9,143.0,285.7
850,ASSAM & MEGHALAYA,1974,Percentage departure,82.3,-64.7,-2.1,24.6,7.4,22.4,57.7,26.1,38.1,74.9,-2.1,-74.8
853,ASSAM & MEGHALAYA,1975,Percentage departure,-42.1,-30.9,-76.6,11.1,-6.6,-34.1,4.4,-22.3,-3.7,11.5,-35.2,-36.1
856,ASSAM & MEGHALAYA,1976,Percentage departure,-66.9,12.8,15.3,-32.1,-47.8,-0.5,-22.0,-11.5,-52.0,-56.6,-12.5,-66.4
859,ASSAM & MEGHALAYA,1977,Percentage departure,-47.8,-49.8,-7.4,82.8,13.9,-20.9,-7.8,14.0,-43.1,13.4,71.9,138.1
862,ASSAM & MEGHALAYA,1978,Percentage departure,-71.3,-74.6,-44.8,-50.8,-26.2,-1.1,-11.3,-36.9,-12.5,-58.1,101.7,-93.0
865,ASSAM & MEGHALAYA,1979,Percentage departure,-81.0,-73.0,-52.4,-54.3,-34.4,-39.9,27.9,-37.7,10.2,39.8,-15.6,296.3
868,ASSAM & MEGHALAYA,1980,Percentage departure,-24.7,12.6,20.6,-15.6,-15.8,-24.0,-8.1,3.1,-13.2,-8.6,-96.5,-93.2
871,ASSAM & MEGHALAYA,1981,Percentage departure,70.5,-4.6,13.2,-25.9,-26.9,-46.7,8.6,-15.9,-11.6,-69.3,-67.4,294.7
874,ASSAM & MEGHALAYA,1982,Percentage departure,-89.4,-3.5,-37.1,23.9,-37.3,1.0,7.9,-6.9,-7.8,-60.0,7.7,79.5
877,ASSAM & MEGHALAYA,1983,Percentage departure,-5.6,17.4,12.0,-19.2,-19.1,-29.3,16.5,11.1,44.6,1.1,-74.9,161.9
880,ASSAM & MEGHALAYA,1984,Percentage departure,29.1,-77.5,-64.4,-1.2,21.0,-6.6,98.8,-11.0,47.4,3.0,-79.4,142.8
883,ASSAM & MEGHALAYA,1985,Percentage departure,-49.6,0.1,89.9,30.6,-2.6,-3.2,42.8,-13.8,7.9,-52.0,-43.1,115.1
886,ASSAM & MEGHALAYA,1986,Percentage departure,-5.5,-63.6,-65.1,37.8,-53.6,-21.1,-7.1,2.8,42.0,94.0,114.7,-19.1
889,ASSAM & MEGHALAYA,1987,Percentage departure,-49.6,-13.8,37.4,-3.7,-42.1,2.6,53.1,6.9,43.4,1.9,35.6,30.0
892,ASSAM & MEGHALAYA,1988,Percentage departure,-58.1,43.2,2.4,-23.0,65.4,-21.2,28.7,90.9,6.1,8.6,167.8,-35.7
895,ASSAM & MEGHALAYA,1989,Percentage departure,-39.6,60.0,-62.2,-10.6,-24.4,-4.6,49.3,-33.9,37.1,25.3,-41.6,-29.4
898,ASSAM & MEGHALAYA,1990,Percentage departure,10.7,45.5,20.3,62.6,-11.6,0.3,-10.8,-13.9,42.0,34.5,-74.8,-43.1
901,ASSAM & MEGHALAYA,1991,Percentage departure,-21.0,-6.4,-22.7,-14.4,44.2,1.1,-12.0,-4.2,40.8,46.0,-66.1,348.9
904,ASSAM & MEGHALAYA,1992,Percentage departure,-15.1,43.8,-22.9,-44.2,-15.0,-12.0,-1.8,-16.3,-4.4,-19.3,-48.5,32.6
907,ASSAM & MEGHALAYA,1993,Percentage departure,322.2,200.7,7.2,-32.5,8.8,20.9,15.3,17.8,-4.7,-15.9,-70.3,-78.2
910,ASSAM & MEGHALAYA,1994,Percentage departure,53.3,31.9,95.6,-21.4,-18.0,-6.8,-38.3,-23.8,-42.6,-5.1,-42.7,68.5
913,ASSAM & MEGHALAYA,1995,Percentage departure,-49.6,23.2,-47.7,-29.0,-13.0,29.5,11.6,34.1,30.1,-47.9,238.9,-21.8
916,ASSAM & MEGHALAYA,1996,Percentage departure,-26.4,-28.0,26.4,-51.7,20.9,-22.4,-0.2,4.1,-27.8,72.5,-87.3,-97.5
919,ASSAM & MEGHALAYA,1997,Percentage departure,4.6,26.4,14.3,-35.7,-29.7,11.2,2.1,-22.1,18.1,-76.5,-54.5,286.6
922,ASSAM & MEGHALAYA,1998,Percentage departure,-31.7,-2.2,70.3,-9.5,-27.1,13.5,20.8,35.6,-31.7,22.6,76.3,-96.1
925,ASSAM & MEGHALAYA,1999,Percentage departure,-86.3,-98.3,-51.9,-26.6,35.8,-16.3,19.2,20.3,-36.6,34.7,-49.3,-75.1
928,ASSAM & MEGHALAYA,2000,Percentage departure,18.1,-57.4,-17.9,16.2,9.1,5.5,-37.4,26.7,-3.5,-45.8,-19.8,-95.2
931,ASSAM & MEGHALAYA,2001,Percentage departure,-68.4,23.3,-61.6,-3.2,-22.5,-22.0,-9.9,-27.1,-14.1,30.0,-26.2,-74.4
934,ASSAM & MEGHALAYA,2002,Percentage departure,16.5,-82.3,3.7,36.4,-16.6,-1.9,12.9,-22.9,-32.5,-68.0,150.2,-14.1
937,ASSAM & MEGHALAYA,2003,Percentage departure,-45.4,28.8,20.6,4.2,-31.4,7.6,-3.9,-28.2,-19.5,49.6,-53.2,103.5
940,ASSAM & MEGHALAYA,2004,Percentage departure,-11.8,-39.6,-9.4,66.1,-0.5,-22.3,69.5,-29.4,2.1,120.0,-76.7,-27.3
943,ASSAM & MEGHALAYA,2005,Percentage departure,31.5,-5.4,114.3,1.1,-18.2,-27.0,-5.2,23.9,-43.7,41.1,-67.9,-85.4
946,ASSAM & MEGHALAYA,2006,Percentage departure,-96.2,26.9,-74.1,-17.6,-5.3,-22.7,-30.0,-48.3,-18.8,-37.0,-9.4,17.1
949,ASSAM & MEGHALAYA,2007,Percentage departure,-91.2,128.6,-70.7,18.3,-36.1,-4.4,36.4,-24.0,59.3,6.3,71.9,-56.0
952,ASSAM & MEGHALAYA,2008,Percentage departure,71.1,-54.9,33.8,-23.9,-38.7,-19.1,-1.5,25.5,-13.9,-13.9,-92.1,-82.2
955,ASSAM & MEGHALAYA,2009,Percentage departure,-54.7,-63.9,-44.2,-34.3,-28.3,-37.3,-14.8,31.7,-38.1,-12.3,-67.4,-55.8
958,ASSAM & MEGHALAYA,2010,Percentage departure,-96.9,-90.2,23.9,89.7,14.4,11.2,-17.1,-4.5,2.5,-25.0,-58.2,-17.5
961,ASSAM & MEGHALAYA,2011,Percentage departure,-36.0,-64.7,35.6,-55.1,-30.7,-38.3,-20.9,-25.3,-28.7,-80.5,-57.0,-62.1
964,ASSAM & MEGHALAYA,2012,Percentage departure,-12.3,-78.6,-64.2,36.0,-46.0,42.4,-11.2,-28.6,32.5,28.7,-38.4,-75.0
967,ASSAM & MEGHALAYA,2013,Percentage departure,-93.9,-70.2,-45.2,-45.0,0.8,-44.1,-26.5,-28.5,-26.2,-18.4,-96.2,-78.6
970,ASSAM & MEGHALAYA,2014,Percentage departure,-88.4,-12.2,-63.5,-74.9,2.1,-16.8,-25.2,19.6,35.3,-77.4,-89.0,-95.2
973,ASSAM & MEGHALAYA,2015,Percentage departure,-22.7,-52.0,-53.3,22.3,-3.3,9.0,-40.0,45.8,-9.9,-59.6,-49.4,65.9
979,BIHAR,1901,Percentage departure,284.4,35.6,17.4,-93.4,24.9,-62.2,-24.9,6.0,-29.3,-86.9,-1.5,-98.1
982,BIHAR,1902,Percentage departure,-66.2,-95.3,140.2,4.0,26.3,-32.7,10.2,-25.1,63.5,-54.9,-84.8,-100.0
985,BIHAR,1903,Percentage departure,-60.6,-67.6,-80.0,-71.9,-46.3,9.8,-64.9,13.7,-20.7,132.5,-99.3,-100.0
988,BIHAR,1904,Percentage departure,-53.5,-88.4,-65.7,-68.4,125.9,9.1,20.4,16.6,-61.5,55.1,42.9,-2.4
991,BIHAR,1905,Percentage departure,18.7,108.9,222.3,28.6,47.5,-71.2,24.9,64.4,61.3,-81.6,-100.0,-85.7
994,BIHAR,1906,Percentage departure,7.2,294.5,-14.8,-94.4,-15.0,8.9,11.8,42.8,-45.9,-47.9,-95.1,-100.0
997,BIHAR,1907,Percentage departure,-90.4,282.3,289.8,62.3,-37.4,32.2,-13.8,-19.6,-5.7,-92.4,-100.0,-44.3
1000,BIHAR,1908,Percentage departure,9.0,167.6,-40.1,-86.6,-30.1,-46.5,-38.2,-44.5,-31.6,-59.9,-100.0,-92.6
1003,BIHAR,1909,Percentage departure,-47.8,-56.7,-100.0,337.7,-51.0,153.9,-21.8,17.0,-20.0,-31.8,-100.0,44.7
